ImageId,Label1,1
2,0
3,1
4,1
5,1
6,7
7,0
8,3
9,0
10,3
11,5
12,1
13,5
14,0
15,1
16,5
17,1
18,1
19,9
20,0
21,9
22,1
23,1
24,5
25,7
26,1
27,2
28,1
29,1
30,7
31,7
32,5
33,1
34,1
35,1
36,1
37,5
38,5
39,1
40,1
41,1
42,7
43,1
44,1
45,1
46,7
47,1
48,1
49,1
50,1
51,1
52,5
53,1
54,3
55,1
56,1
57,1
58,1
59,1
60,5
61,5
62,1
63,1
64,1
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,5
73,1
74,1
75,1
76,1
77,1
78,9
79,1
80,5
81,5
82,1
83,1
84,5
85,9
86,1
87,1
88,5
89,1
90,7
91,1
92,0
93,1
94,1
95,1
96,1
97,3
98,1
99,7
100,1
101,0
102,5
103,1
104,0
105,7
106,1
107,0
108,5
109,0
110,1
111,0
112,0
113,1
114,1
115,1
116,1
117,1
118,1
119,5
120,1
121,3
122,7
123,3
124,1
125,1
126,3
127,1
128,1
129,1
130,1
131,5
132,5
133,1
134,0
135,0
136,0
137,3
138,1
139,5
140,5
141,1
142,3
143,1
144,5
145,5
146,1
147,7
148,7
149,1
150,5
151,1
152,3
153,5
154,5
155,5
156,1
157,7
158,5
159,7
160,5
161,3
162,0
163,1
164,1
165,1
166,1
167,7
168,1
169,5
170,0
171,1
172,7
173,1
174,1
175,1
176,1
177,7
178,1
179,1
180,2
181,1
182,1
183,5
184,1
185,1
186,9
187,1
188,1
189,1
190,0
191,1
192,1
193,1
194,1
195,1
196,0
197,9
198,7
199,1
200,1
201,1
202,9
203,0
204,1
205,9
206,0
207,5
208,1
209,1
210,2
211,0
212,9
213,3
214,1
215,7
216,1
217,1
218,1
219,1
220,1
221,2
222,3
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,0
231,0
232,1
233,9
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,5
247,1
248,5
249,1
250,1
251,1
252,1
253,1
254,5
255,1
256,1
257,5
258,1
259,1
260,5
261,1
262,3
263,3
264,5
265,7
266,5
267,1
268,1
269,1
270,1
271,1
272,0
273,1
274,3
275,1
276,1
277,1
278,5
279,1
280,1
281,0
282,9
283,1
284,5
285,5
286,3
287,7
288,1
289,1
290,9
291,5
292,7
293,7
294,1
295,1
296,1
297,3
298,5
299,3
300,3
301,1
302,1
303,1
304,1
305,1
306,1
307,7
308,1
309,1
310,5
311,1
312,5
313,1
314,5
315,0
316,3
317,5
318,1
319,1
320,5
321,1
322,1
323,1
324,1
325,5
326,1
327,5
328,1
329,5
330,1
331,1
332,3
333,1
334,1
335,0
336,1
337,0
338,5
339,1
340,5
341,1
342,1
343,1
344,5
345,1
346,0
347,1
348,5
349,1
350,5
351,1
352,7
353,7
354,1
355,5
356,5
357,1
358,9
359,1
360,1
361,1
362,1
363,3
364,1
365,5
366,1
367,3
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,7
376,1
377,1
378,5
379,3
380,1
381,1
382,5
383,5
384,9
385,2
386,1
387,1
388,1
389,3
390,1
391,1
392,7
393,1
394,1
395,1
396,1
397,1
398,1
399,7
400,3
401,1
402,7
403,1
404,1
405,1
406,1
407,1
408,1
409,5
410,5
411,5
412,5
413,1
414,1
415,1
416,3
417,1
418,1
419,3
420,5
421,9
422,1
423,1
424,5
425,5
426,1
427,1
428,7
429,5
430,1
431,1
432,1
433,5
434,1
435,1
436,1
437,3
438,9
439,5
440,0
441,5
442,1
443,1
444,5
445,9
446,1
447,1
448,5
449,3
450,5
451,1
452,7
453,1
454,9
455,5
456,1
457,1
458,3
459,1
460,5
461,1
462,7
463,5
464,0
465,1
466,1
467,7
468,9
469,1
470,1
471,1
472,1
473,5
474,5
475,5
476,0
477,1
478,3
479,1
480,1
481,1
482,1
483,1
484,1
485,5
486,9
487,1
488,1
489,3
490,7
491,0
492,1
493,1
494,1
495,1
496,0
497,5
498,1
499,1
500,0
501,1
502,5
503,1
504,1
505,1
506,1
507,1
508,3
509,0
510,1
511,7
512,1
513,1
514,7
515,5
516,3
517,1
518,7
519,1
520,1
521,1
522,1
523,0
524,7
525,1
526,1
527,0
528,1
529,1
530,7
531,0
532,5
533,5
534,1
535,5
536,5
537,1
538,5
539,1
540,1
541,1
542,1
543,5
544,1
545,0
546,3
547,0
548,1
549,1
550,1
551,1
552,3
553,0
554,5
555,5
556,0
557,7
558,5
559,1
560,1
561,1
562,3
563,1
564,1
565,1
566,5
567,9
568,1
569,1
570,1
571,7
572,5
573,1
574,1
575,0
576,1
577,1
578,1
579,1
580,1
581,5
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,5
593,1
594,5
595,1
596,1
597,1
598,0
599,0
600,1
601,5
602,1
603,7
604,1
605,1
606,1
607,1
608,5
609,5
610,1
611,7
612,1
613,3
614,1
615,1
616,1
617,7
618,1
619,0
620,1
621,1
622,1
623,9
624,1
625,1
626,1
627,1
628,5
629,1
630,7
631,1
632,1
633,5
634,1
635,1
636,1
637,7
638,7
639,1
640,3
641,0
642,1
643,9
644,1
645,5
646,5
647,1
648,1
649,1
650,1
651,1
652,1
653,5
654,0
655,1
656,1
657,1
658,1
659,3
660,7
661,1
662,3
663,1
664,0
665,1
666,1
667,1
668,3
669,5
670,1
671,3
672,9
673,1
674,3
675,5
676,7
677,7
678,1
679,1
680,0
681,1
682,1
683,1
684,1
685,1
686,3
687,1
688,1
689,1
690,9
691,1
692,1
693,0
694,1
695,1
696,1
697,3
698,9
699,5
700,1
701,1
702,0
703,1
704,0
705,1
706,0
707,9
708,1
709,1
710,5
711,5
712,1
713,1
714,5
715,1
716,1
717,2
718,5
719,1
720,1
721,9
722,3
723,1
724,0
725,1
726,1
727,1
728,1
729,1
730,5
731,7
732,1
733,3
734,1
735,5
736,7
737,1
738,5
739,1
740,5
741,1
742,1
743,1
744,1
745,3
746,1
747,1
748,1
749,1
750,1
751,9
752,9
753,1
754,1
755,1
756,1
757,7
758,1
759,1
760,1
761,1
762,0
763,5
764,0
765,1
766,0
767,0
768,5
769,1
770,1
771,1
772,5
773,0
774,1
775,5
776,3
777,1
778,5
779,3
780,1
781,1
782,1
783,1
784,5
785,5
786,5
787,5
788,1
789,1
790,5
791,5
792,0
793,1
794,0
795,1
796,1
797,1
798,1
799,9
800,1
801,1
802,1
803,3
804,5
805,1
806,1
807,1
808,1
809,1
810,1
811,5
812,9
813,1
814,1
815,1
816,1
817,0
818,1
819,7
820,5
821,3
822,0
823,5
824,0
825,1
826,1
827,1
828,1
829,5
830,1
831,1
832,5
833,5
834,9
835,3
836,5
837,1
838,1
839,5
840,1
841,1
842,9
843,0
844,1
845,9
846,1
847,7
848,1
849,1
850,5
851,1
852,9
853,1
854,7
855,1
856,1
857,1
858,1
859,1
860,5
861,0
862,1
863,1
864,1
865,1
866,5
867,1
868,1
869,1
870,3
871,1
872,1
873,1
874,1
875,5
876,3
877,1
878,1
879,0
880,1
881,1
882,1
883,1
884,1
885,1
886,7
887,1
888,5
889,9
890,1
891,1
892,7
893,1
894,0
895,1
896,1
897,5
898,1
899,1
900,1
901,5
902,5
903,5
904,7
905,1
906,1
907,1
908,3
909,1
910,7
911,1
912,5
913,1
914,7
915,1
916,1
917,1
918,5
919,1
920,0
921,1
922,1
923,1
924,5
925,1
926,7
927,1
928,5
929,1
930,3
931,3
932,1
933,1
934,1
935,1
936,1
937,7
938,7
939,5
940,5
941,1
942,0
943,1
944,1
945,0
946,9
947,1
948,2
949,9
950,1
951,1
952,7
953,5
954,1
955,3
956,1
957,1
958,1
959,1
960,1
961,7
962,5
963,1
964,5
965,1
966,5
967,1
968,1
969,1
970,1
971,3
972,1
973,1
974,1
975,7
976,0
977,5
978,0
979,7
980,1
981,5
982,1
983,7
984,1
985,7
986,7
987,0
988,5
989,1
990,1
991,1
992,1
993,5
994,1
995,1
996,3
997,1
998,2
999,1
1000,9
1001,0
1002,7
1003,0
1004,7
1005,1
1006,3
1007,1
1008,0
1009,5
1010,1
1011,1
1012,1
1013,3
1014,1
1015,3
1016,7
1017,1
1018,3
1019,1
1020,1
1021,5
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,5
1029,5
1030,1
1031,1
1032,1
1033,1
1034,3
1035,1
1036,1
1037,5
1038,5
1039,5
1040,0
1041,1
1042,1
1043,1
1044,9
1045,5
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
